File,Accent
audio_tsr\Track-221.wav,1
audio_kkd\Track-425.wav,0
audio_tsr\Track-61.wav,1
audio_tsr\Track-466.wav,1
audio_tsr\Track-192.wav,1
audio_kkd\Track-09.wav,0
audio_kkd\Track-18.wav,0
audio_tsr\Track-70.wav,1
audio_kkd\Track-408.wav,0
audio_tsr\Track-02.wav,1
audio_tsr\Track-56.wav,1
audio_tsr\Track-269.wav,1
audio_tsr\Track-308.wav,1
audio_kkd\Track-110.wav,0
audio_kkd\Track-74.wav,0
audio_tsr\Track-66.wav,1
audio_kkd\Track-46.wav,0
audio_tsr\Track-342.wav,1
audio_tsr\Track-478.wav,1
audio_tsr\Track-87.wav,1
audio_tsr\Track-413.wav,1
audio_kkd\Track-70.wav,0
audio_tsr\Track-166.wav,1
audio_kkd\Track-83.wav,0
audio_tsr\Track-394.wav,1
audio_kkd\Track-133.wav,0
audio_kkd\Track-422.wav,0
audio_kkd\Track-360.wav,0
audio_kkd\Track-136.wav,0
audio_kkd\Track-79.wav,0
audio_kkd\Track-295.wav,0
audio_tsr\Track-311.wav,1
audio_kkd\Track-290.wav,0
audio_tsr\Track-503.wav,1
audio_tsr\Track-402.wav,1
audio_tsr\Track-321.wav,1
audio_tsr\Track-88.wav,1
audio_tsr\Track-218.wav,1
audio_kkd\Track-274.wav,0
audio_tsr\Track-140.wav,1
audio_tsr\Track-195.wav,1
audio_tsr\Track-92.wav,1
audio_kkd\Track-149.wav,0
audio_tsr\Track-360.wav,1
audio_tsr\Track-179.wav,1
audio_kkd\Track-314.wav,0
audio_kkd\Track-493.wav,0
audio_tsr\Track-44.wav,1
audio_tsr\Track-151.wav,1
audio_kkd\Track-01.wav,0
audio_tsr\Track-12.wav,1
audio_tsr\Track-327.wav,1
audio_tsr\Track-322.wav,1
audio_tsr\Track-419.wav,1
audio_tsr\Track-256.wav,1
audio_kkd\Track-261.wav,0
audio_kkd\Track-460.wav,0
audio_kkd\Track-226.wav,0
audio_tsr\Track-312.wav,1
audio_tsr\Track-83.wav,1
audio_tsr\Track-501.wav,1
audio_kkd\Track-115.wav,0
audio_kkd\Track-53.wav,0
audio_tsr\Track-239.wav,1
audio_tsr\Track-225.wav,1
audio_tsr\Track-343.wav,1
audio_kkd\Track-145.wav,0
audio_tsr\Track-279.wav,1
audio_kkd\Track-388.wav,0
audio_kkd\Track-477.wav,0
audio_tsr\Track-284.wav,1
audio_kkd\Track-69.wav,0
audio_kkd\Track-130.wav,0
audio_tsr\Track-230.wav,1
audio_tsr\Track-207.wav,1
audio_tsr\Track-378.wav,1
audio_tsr\Track-11.wav,1
audio_tsr\Track-299.wav,1
audio_kkd\Track-75.wav,0
audio_kkd\Track-29.wav,0
audio_tsr\Track-303.wav,1
audio_tsr\Track-375.wav,1
audio_tsr\Track-94.wav,1
audio_tsr\Track-407.wav,1
audio_tsr\Track-72.wav,1
audio_tsr\Track-183.wav,1
audio_kkd\Track-77.wav,0
audio_kkd\Track-205.wav,0
audio_tsr\Track-465.wav,1
audio_kkd\Track-147.wav,0
audio_kkd\Track-165.wav,0
audio_tsr\Track-248.wav,1
audio_kkd\Track-386.wav,0
audio_kkd\Track-441.wav,0
audio_tsr\Track-93.wav,1
audio_kkd\Track-142.wav,0
audio_kkd\Track-109.wav,0
audio_tsr\Track-58.wav,1
audio_kkd\Track-17.wav,0
audio_tsr\Track-391.wav,1
audio_tsr\Track-319.wav,1
audio_tsr\Track-22.wav,1
audio_kkd\Track-379.wav,0
audio_kkd\Track-122.wav,0
audio_tsr\Track-364.wav,1
audio_kkd\Track-217.wav,0
audio_tsr\Track-326.wav,1
audio_tsr\Track-164.wav,1
audio_tsr\Track-451.wav,1
audio_kkd\Track-90.wav,0
audio_tsr\Track-119.wav,1
audio_tsr\Track-357.wav,1
audio_tsr\Track-134.wav,1
audio_kkd\Track-179.wav,0
audio_kkd\Track-167.wav,0
audio_kkd\Track-497.wav,0
audio_kkd\Track-66.wav,0
audio_tsr\Track-324.wav,1
audio_kkd\Track-424.wav,0
audio_tsr\Track-423.wav,1
audio_tsr\Track-263.wav,1
audio_tsr\Track-161.wav,1
audio_tsr\Track-434.wav,1
audio_tsr\Track-497.wav,1
audio_tsr\Track-320.wav,1
audio_tsr\Track-464.wav,1
audio_kkd\Track-456.wav,0
audio_tsr\Track-32.wav,1
audio_kkd\Track-448.wav,0
audio_tsr\Track-498.wav,1
audio_tsr\Track-307.wav,1
audio_kkd\Track-338.wav,0
audio_kkd\Track-98.wav,0
audio_tsr\Track-97.wav,1
audio_kkd\Track-486.wav,0
audio_tsr\Track-219.wav,1
audio_tsr\Track-486.wav,1
audio_tsr\Track-363.wav,1
audio_tsr\Track-14.wav,1
audio_kkd\Track-28.wav,0
audio_kkd\Track-381.wav,0
audio_tsr\Track-81.wav,1
audio_kkd\Track-211.wav,0
audio_kkd\Track-137.wav,0
audio_kkd\Track-308.wav,0
audio_tsr\Track-142.wav,1
audio_tsr\Track-168.wav,1
audio_kkd\Track-500.wav,0
audio_kkd\Track-12.wav,0
audio_kkd\Track-201.wav,0
audio_kkd\Track-283.wav,0
audio_kkd\Track-410.wav,0
audio_kkd\Track-504.wav,0
audio_kkd\Track-366.wav,0
audio_tsr\Track-273.wav,1
audio_kkd\Track-171.wav,0
audio_kkd\Track-387.wav,0
audio_kkd\Track-385.wav,0
audio_kkd\Track-323.wav,0
audio_tsr\Track-440.wav,1
audio_tsr\Track-148.wav,1
audio_tsr\Track-125.wav,1
audio_tsr\Track-13.wav,1
audio_kkd\Track-418.wav,0
audio_kkd\Track-138.wav,0
audio_tsr\Track-425.wav,1
audio_tsr\Track-482.wav,1
audio_tsr\Track-331.wav,1
audio_kkd\Track-184.wav,0
audio_kkd\Track-269.wav,0
audio_tsr\Track-247.wav,1
audio_tsr\Track-361.wav,1
audio_tsr\Track-200.wav,1
audio_kkd\Track-204.wav,0
audio_kkd\Track-459.wav,0
audio_tsr\Track-293.wav,1
audio_kkd\Track-352.wav,0
audio_tsr\Track-385.wav,1
audio_kkd\Track-134.wav,0
audio_tsr\Track-289.wav,1
audio_tsr\Track-163.wav,1
audio_tsr\Track-181.wav,1
audio_kkd\Track-485.wav,0
audio_tsr\Track-242.wav,1
audio_kkd\Track-330.wav,0
audio_kkd\Track-419.wav,0
audio_kkd\Track-16.wav,0
audio_kkd\Track-58.wav,0
audio_kkd\Track-363.wav,0
audio_tsr\Track-115.wav,1
audio_tsr\Track-160.wav,1
audio_kkd\Track-85.wav,0
audio_tsr\Track-109.wav,1
audio_kkd\Track-244.wav,0
